params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
{'classifier__var_smoothing': 1e-09},0.634386,0.034356,0.500747,0.034218,0.816037,0.062493,0.326234,0.079854,0.638519,0.03457,0.658392,0.037494,0.316783,0.074988
{'classifier__var_smoothing': 1e-08},0.634386,0.034356,0.500747,0.034218,0.816037,0.062493,0.326234,0.079854,0.638519,0.03457,0.658392,0.037494,0.316783,0.074988
{'classifier__var_smoothing': 1e-07},0.634386,0.034356,0.500747,0.034218,0.816037,0.062493,0.326234,0.079854,0.638519,0.03457,0.658392,0.037494,0.316783,0.074988
{'classifier__var_smoothing': 1e-06},0.634386,0.034356,0.500747,0.034218,0.816037,0.062493,0.326234,0.079854,0.638519,0.03457,0.658392,0.037494,0.316783,0.074988
