params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 240}",0.818457,0.061271,0.839535,0.058248,0.781538,0.082746,0.615588,0.12855,0.809386,0.064939,0.810537,0.064474,0.621073,0.128947
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 250}",0.818457,0.061271,0.839535,0.058248,0.781538,0.082746,0.615588,0.12855,0.809386,0.064939,0.810537,0.064474,0.621073,0.128947
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 260}",0.817008,0.061245,0.839535,0.058248,0.777692,0.080517,0.61209,0.12817,0.807478,0.064587,0.808614,0.064149,0.617227,0.128298
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 270}",0.815558,0.06084,0.839535,0.058248,0.773692,0.082271,0.608686,0.127506,0.805289,0.064471,0.806614,0.063975,0.613227,0.12795
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 280}",0.818457,0.061271,0.839535,0.058248,0.781538,0.082746,0.615588,0.12855,0.809386,0.064939,0.810537,0.064474,0.621073,0.128947
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 290}",0.818457,0.061953,0.839535,0.058248,0.781692,0.080532,0.615494,0.129637,0.80961,0.065338,0.810614,0.064879,0.621227,0.129759
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.818478,0.062949,0.84186,0.060391,0.777692,0.080517,0.614913,0.131501,0.808631,0.065992,0.809776,0.065556,0.619553,0.131112
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 310}",0.818478,0.062949,0.84186,0.060391,0.777692,0.080517,0.614913,0.131501,0.808631,0.065992,0.809776,0.065556,0.619553,0.131112
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 320}",0.818478,0.062949,0.84186,0.060391,0.777692,0.080517,0.614913,0.131501,0.808631,0.065992,0.809776,0.065556,0.619553,0.131112
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 330}",0.821377,0.063563,0.84186,0.060391,0.785538,0.082575,0.621815,0.133062,0.812671,0.066937,0.813699,0.066459,0.627399,0.132918
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 20}",0.808227,0.05738,0.825634,0.067258,0.777692,0.084111,0.598035,0.117776,0.799812,0.059324,0.801663,0.058857,0.603327,0.117714
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 30}",0.815516,0.055525,0.834937,0.069462,0.781846,0.071016,0.612613,0.10923,0.806694,0.05486,0.808391,0.054347,0.616783,0.108694
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 40}",0.824233,0.048977,0.844027,0.055805,0.789692,0.071176,0.628976,0.100722,0.815437,0.050838,0.81686,0.050452,0.63372,0.100904
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 50}",0.824211,0.047237,0.837104,0.057393,0.801538,0.066823,0.631587,0.095136,0.818117,0.048155,0.819321,0.047659,0.638642,0.095319
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 60}",0.822783,0.049465,0.837156,0.055346,0.797538,0.070297,0.627656,0.101328,0.81622,0.051433,0.817347,0.050981,0.634695,0.101962
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 70}",0.815494,0.05163,0.837209,0.061495,0.777692,0.060025,0.61059,0.103849,0.806192,0.050836,0.807451,0.050648,0.614902,0.101296
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 80}",0.815494,0.054062,0.837209,0.063153,0.777692,0.054433,0.610411,0.107838,0.806449,0.052187,0.807451,0.052286,0.614902,0.104572
