params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.807996,0.031289,0.768889,0.042687,0.859939,0.058929,0.624229,0.063978,0.812182,0.032812,0.814414,0.032912,0.628828,0.065825
"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.807996,0.031289,0.768889,0.042687,0.859939,0.058929,0.624229,0.063978,0.812182,0.032812,0.814414,0.032912,0.628828,0.065825
"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.799608,0.035062,0.7467,0.056439,0.869817,0.047057,0.612669,0.066498,0.804923,0.034602,0.808259,0.033956,0.616517,0.067912
"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.799608,0.035062,0.7467,0.056439,0.869817,0.047057,0.612669,0.066498,0.804923,0.034602,0.808259,0.033956,0.616517,0.067912
"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.809059,0.031099,0.770741,0.045736,0.86,0.053213,0.626103,0.062159,0.813257,0.031718,0.81537,0.031765,0.630741,0.06353
"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.809059,0.031099,0.770741,0.045736,0.86,0.053213,0.626103,0.062159,0.813257,0.031718,0.81537,0.031765,0.630741,0.06353
"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.795386,0.03845,0.741145,0.065451,0.867378,0.047199,0.605326,0.070899,0.800514,0.037619,0.804261,0.036339,0.608523,0.072678
"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.795386,0.03845,0.741145,0.065451,0.867378,0.047199,0.605326,0.070899,0.800514,0.037619,0.804261,0.036339,0.608523,0.072678
"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.808018,0.040159,0.765118,0.057178,0.864878,0.053525,0.625513,0.077285,0.812517,0.040499,0.814998,0.039731,0.629996,0.079462
"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.808018,0.040159,0.765118,0.057178,0.864878,0.053525,0.625513,0.077285,0.812517,0.040499,0.814998,0.039731,0.629996,0.079462
"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.795375,0.039912,0.739226,0.060976,0.869817,0.047057,0.60536,0.074871,0.800888,0.039641,0.804521,0.038522,0.609043,0.077044
"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.795375,0.039912,0.739226,0.060976,0.869817,0.047057,0.60536,0.074871,0.800888,0.039641,0.804521,0.038522,0.609043,0.077044
"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.802766,0.039564,0.755926,0.057532,0.864939,0.048459,0.616411,0.075579,0.807737,0.039427,0.810432,0.038683,0.620865,0.077365
"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.803819,0.040172,0.757778,0.057311,0.864939,0.048459,0.618132,0.076834,0.808766,0.040086,0.811358,0.039336,0.622717,0.078672
"{'classifier__n_neighbors': 21, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.796428,0.046558,0.742896,0.06942,0.867378,0.047199,0.606593,0.086782,0.801686,0.045874,0.805137,0.044479,0.610274,0.088958
"{'classifier__n_neighbors': 21, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.796428,0.046558,0.742896,0.06942,0.867378,0.047199,0.606593,0.086782,0.801686,0.045874,0.805137,0.044479,0.610274,0.088958
"{'classifier__n_neighbors': 21, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.803819,0.034228,0.75963,0.049287,0.8625,0.048351,0.617407,0.066759,0.808668,0.034421,0.811065,0.034141,0.62213,0.068282
"{'classifier__n_neighbors': 21, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.803819,0.034228,0.75963,0.049287,0.8625,0.048351,0.617407,0.066759,0.808668,0.034421,0.811065,0.034141,0.62213,0.068282
"{'classifier__n_neighbors': 23, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.793259,0.040499,0.735556,0.058985,0.869817,0.048305,0.601655,0.077061,0.798989,0.04028,0.802686,0.039451,0.605373,0.078902
"{'classifier__n_neighbors': 23, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.792206,0.040172,0.733704,0.059662,0.869817,0.048305,0.599978,0.076227,0.797933,0.0399,0.80176,0.039034,0.603521,0.078068
"{'classifier__n_neighbors': 23, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.804871,0.040196,0.755926,0.057532,0.869878,0.042687,0.621061,0.076133,0.810211,0.039835,0.812902,0.038927,0.625804,0.077854
"{'classifier__n_neighbors': 23, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.804871,0.037634,0.75596,0.054359,0.869878,0.042687,0.621072,0.071731,0.810241,0.037301,0.812919,0.036589,0.625838,0.073177
"{'classifier__n_neighbors': 25, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.796428,0.037899,0.741111,0.058921,0.869817,0.048305,0.60732,0.071955,0.801889,0.03735,0.805464,0.036694,0.610928,0.073388
"{'classifier__n_neighbors': 25, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.796428,0.037899,0.741111,0.058921,0.869817,0.048305,0.60732,0.071955,0.801889,0.03735,0.805464,0.036694,0.610928,0.073388
"{'classifier__n_neighbors': 25, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.803841,0.043271,0.755926,0.065346,0.867439,0.044213,0.619149,0.08099,0.808839,0.042447,0.811682,0.041324,0.623365,0.082648
"{'classifier__n_neighbors': 25, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.804894,0.041729,0.757811,0.063457,0.867439,0.044213,0.620948,0.078225,0.809858,0.040954,0.812625,0.039893,0.62525,0.079787
